state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,vehicles_involved,vehicle_type,casualties,fatalities,weather,road_type,road_condition,lighting,traffic_control,speed_limit,driver_age,driver_gender,driver_license_status,alcohol_involvement,location_details,accident_id,month_num,hour,is_night,is_peak_hour,is_rainy,alcohol_flag,is_weekend,severity_binary
Uttarakhand,Unknown,2020,August,Saturday,16:24,Minor,5,Cycle,7,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,83,50,Female,Expired,No,Straight Road,2397,8,16,0,0,0,0,1,0
Sikkim,Unknown,2020,July,Saturday,13:31,Serious,5,Auto-Rickshaw,9,0,Clear,Village Road,Dry,Dawn,Unknown,76,19,Female,Expired,Yes,Bridge,2398,7,13,0,0,0,1,1,1
Haryana,Unknown,2023,January,Monday,6:45,Minor,5,Bus,10,4,Foggy,Village Road,Under Construction,Dawn,Signals,55,21,Male,Unknown,No,Bridge,2399,1,6,0,0,0,0,0,0
Jammu and Kashmir,Unknown,2020,December,Sunday,12:27,Serious,1,Pedestrian,7,1,Hazy,State Highway,Damaged,Dawn,Signs,106,42,Female,Valid,Yes,Bridge,2400,12,12,0,0,0,1,1,1
Kerala,Unknown,2018,June,Saturday,0:58,Fatal,1,Truck,5,2,Stormy,Village Road,Damaged,Dark,Police Checkpost,78,30,Male,Expired,No,Intersection,2401,6,0,1,0,0,0,1,1
Jharkhand,Unknown,2021,September,Monday,19:37,Fatal,1,Cycle,1,0,Stormy,Urban Road,Dry,Dark,Signals,82,37,Male,Expired,No,Straight Road,2402,9,19,0,1,0,0,0,1
Maharashtra,Mumbai,2022,April,Monday,10:58,Fatal,3,Truck,8,4,Clear,State Highway,Under Construction,Daylight,Signs,40,55,Male,Valid,No,Intersection,2403,4,10,0,1,0,0,0,1
Maharashtra,Pune,2019,May,Friday,2:3,Fatal,3,Auto-Rickshaw,10,2,Foggy,National Highway,Dry,Dawn,Police Checkpost,65,67,Female,Unknown,No,Straight Road,2404,5,2,1,0,0,0,0,1
Chhattisgarh,Unknown,2020,October,Saturday,10:45,Minor,4,Auto-Rickshaw,0,1,Hazy,National Highway,Wet,Dusk,Signals,35,43,Female,Valid,No,Curve,2405,10,10,0,1,0,0,1,0
Gujarat,Ahmedabad,2018,January,Thursday,18:2,Fatal,1,Bus,4,2,Rainy,State Highway,Dry,Dusk,Signs,33,19,Male,Expired,Yes,Bridge,2406,1,18,0,1,1,1,0,1
Nagaland,Unknown,2020,August,Sunday,4:53,Fatal,1,Auto-Rickshaw,5,5,Rainy,State Highway,Damaged,Dawn,Police Checkpost,106,28,Female,Expired,No,Straight Road,2407,8,4,1,0,1,0,1,1
Delhi,Rohini,2021,April,Saturday,3:23,Fatal,1,Bus,9,2,Foggy,National Highway,Under Construction,Daylight,Unknown,75,54,Female,Unknown,Yes,Bridge,2408,4,3,1,0,0,1,1,1
Uttarakhand,Unknown,2021,March,Thursday,3:8,Minor,4,Car,4,5,Clear,Village Road,Dry,Dusk,Police Checkpost,97,48,Male,Valid,Yes,Bridge,2409,3,3,1,0,0,1,0,0
Puducherry,Unknown,2018,June,Tuesday,8:30,Minor,2,Pedestrian,10,2,Foggy,National Highway,Damaged,Dark,Unknown,49,67,Female,Valid,No,Straight Road,2410,6,8,0,1,0,0,0,0
Jammu and Kashmir,Unknown,2019,May,Wednesday,8:43,Fatal,1,Auto-Rickshaw,3,2,Foggy,National Highway,Wet,Daylight,Police Checkpost,51,28,Female,Unknown,Yes,Curve,2411,5,8,0,1,0,1,0,1
Gujarat,Vadodara,2019,November,Friday,3:46,Minor,4,Cycle,5,1,Clear,Village Road,Dry,Dusk,Signals,116,27,Female,Unknown,No,Intersection,2412,11,3,1,0,0,0,0,0
Arunachal Pradesh,Unknown,2022,August,Monday,6:21,Serious,4,Pedestrian,0,0,Foggy,Urban Road,Wet,Dusk,Signals,75,37,Female,Expired,No,Straight Road,2413,8,6,0,0,0,0,0,1
Himachal Pradesh,Unknown,2022,May,Monday,9:52,Fatal,4,Car,0,2,Rainy,National Highway,Wet,Daylight,Signs,92,59,Female,Expired,No,Intersection,2414,5,9,0,1,1,0,0,1
Gujarat,Ahmedabad,2022,June,Monday,8:18,Fatal,1,Cycle,1,3,Hazy,Village Road,Dry,Dusk,Signs,102,64,Female,Expired,No,Curve,2415,6,8,0,1,0,0,0,1
Uttar Pradesh,Lucknow,2021,December,Sunday,14:14,Minor,4,Two-Wheeler,1,1,Stormy,National Highway,Wet,Dusk,Signals,79,57,Female,Expired,No,Straight Road,2416,12,14,0,0,0,0,1,0
Andhra Pradesh,Vijayawada,2019,December,Thursday,19:40,Fatal,4,Truck,2,1,Stormy,Urban Road,Damaged,Dark,Signals,105,60,Male,Expired,No,Curve,2417,12,19,0,1,0,0,0,1
Assam,Unknown,2023,January,Tuesday,23:45,Fatal,1,Cycle,6,1,Clear,National Highway,Dry,Dawn,Signs,118,32,Male,Expired,Yes,Bridge,2418,1,23,1,0,0,1,0,1
Jammu and Kashmir,Unknown,2021,October,Monday,11:52,Fatal,4,Car,0,3,Hazy,Urban Road,Wet,Dark,Signals,53,22,Male,Expired,Yes,Curve,2419,10,11,0,0,0,1,0,1
Mizoram,Unknown,2023,June,Thursday,8:19,Minor,4,Two-Wheeler,5,1,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,72,65,Female,Valid,Yes,Curve,2420,6,8,0,1,1,1,0,0
Tamil Nadu,Madurai,2018,February,Wednesday,15:38,Serious,2,Truck,4,2,Rainy,State Highway,Damaged,Dark,Signs,66,69,Female,Unknown,No,Bridge,2421,2,15,0,0,1,0,0,1
Maharashtra,Mumbai,2021,December,Monday,21:47,Serious,3,Two-Wheeler,10,1,Rainy,Urban Road,Wet,Dark,Police Checkpost,100,70,Male,Expired,Yes,Curve,2422,12,21,1,0,1,1,0,1
Punjab,Unknown,2019,February,Friday,18:20,Minor,1,Two-Wheeler,6,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,120,64,Female,Expired,Yes,Intersection,2423,2,18,0,1,0,1,0,0
West Bengal,Durgapur,2022,May,Sunday,15:52,Fatal,1,Pedestrian,10,3,Hazy,State Highway,Wet,Dawn,Signs,111,47,Female,Expired,Yes,Bridge,2424,5,15,0,0,0,1,1,1
Uttar Pradesh,Varanasi,2020,October,Saturday,12:43,Minor,3,Truck,5,0,Foggy,State Highway,Under Construction,Dark,Police Checkpost,105,49,Male,Expired,No,Intersection,2425,10,12,0,0,0,0,1,0
Madhya Pradesh,Unknown,2018,March,Thursday,19:14,Serious,2,Two-Wheeler,3,3,Foggy,State Highway,Under Construction,Daylight,Unknown,81,18,Female,Unknown,No,Bridge,2426,3,19,0,1,0,0,0,1
Andhra Pradesh,Visakhapatnam,2022,October,Friday,5:5,Minor,4,Auto-Rickshaw,1,5,Rainy,National Highway,Under Construction,Dusk,Signs,33,26,Male,Expired,Yes,Bridge,2427,10,5,1,0,1,1,0,0
Chhattisgarh,Unknown,2022,September,Friday,17:58,Minor,3,Pedestrian,8,4,Rainy,Village Road,Under Construction,Dark,Signals,67,35,Male,Valid,No,Intersection,2428,9,17,0,1,1,0,0,0
Jharkhand,Unknown,2022,March,Friday,11:58,Serious,4,Cycle,10,5,Rainy,National Highway,Under Construction,Daylight,Signals,84,56,Female,Expired,No,Curve,2429,3,11,0,0,1,0,0,1
Sikkim,Unknown,2019,September,Wednesday,12:57,Fatal,2,Car,10,3,Rainy,National Highway,Wet,Daylight,Signals,41,34,Female,Expired,Yes,Intersection,2430,9,12,0,0,1,1,0,1
Punjab,Unknown,2022,September,Thursday,7:53,Serious,2,Pedestrian,1,3,Rainy,National Highway,Wet,Daylight,Police Checkpost,37,20,Male,Unknown,Yes,Curve,2431,9,7,0,0,1,1,0,1
West Bengal,Durgapur,2020,February,Tuesday,10:34,Fatal,2,Truck,5,1,Rainy,National Highway,Wet,Dawn,Police Checkpost,108,68,Male,Expired,Yes,Bridge,2432,2,10,0,1,1,1,0,1
West Bengal,Kolkata,2020,January,Saturday,3:34,Serious,2,Truck,0,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,48,27,Female,Valid,Yes,Curve,2433,1,3,1,0,0,1,1,1
Tripura,Unknown,2019,August,Thursday,23:56,Minor,5,Truck,9,4,Foggy,National Highway,Dry,Dusk,Police Checkpost,73,19,Male,Valid,No,Curve,2434,8,23,1,0,0,0,0,0
Puducherry,Unknown,2019,October,Wednesday,11:48,Fatal,2,Two-Wheeler,10,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,70,Female,Valid,No,Bridge,2435,10,11,0,0,0,0,0,1
Sikkim,Unknown,2019,November,Sunday,22:2,Fatal,1,Bus,3,3,Stormy,Urban Road,Dry,Dusk,Unknown,96,35,Male,Valid,Yes,Bridge,2436,11,22,1,0,0,1,1,1
Sikkim,Unknown,2018,July,Friday,11:10,Fatal,5,Auto-Rickshaw,4,5,Foggy,Village Road,Dry,Daylight,Signs,86,27,Female,Valid,No,Bridge,2437,7,11,0,0,0,0,0,1
Andhra Pradesh,Tirupati,2023,July,Sunday,16:34,Serious,3,Truck,10,3,Hazy,State Highway,Dry,Dark,Signals,40,27,Male,Expired,Yes,Curve,2438,7,16,0,0,0,1,1,1
Maharashtra,Nagpur,2023,July,Wednesday,2:5,Minor,3,Auto-Rickshaw,3,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,44,Male,Unknown,No,Curve,2439,7,2,1,0,1,0,0,0
Andhra Pradesh,Visakhapatnam,2018,December,Thursday,10:38,Minor,1,Car,2,5,Clear,State Highway,Damaged,Dark,Signals,88,41,Female,Expired,Yes,Intersection,2440,12,10,0,1,0,1,0,0
Meghalaya,Unknown,2023,June,Wednesday,2:16,Fatal,3,Car,6,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,29,Female,Expired,No,Curve,2441,6,2,1,0,1,0,0,1
Nagaland,Unknown,2023,March,Monday,2:41,Fatal,1,Pedestrian,5,1,Foggy,State Highway,Dry,Dark,Signs,74,40,Female,Valid,Yes,Straight Road,2442,3,2,1,0,0,1,0,1
Meghalaya,Unknown,2023,March,Monday,7:38,Serious,4,Pedestrian,2,5,Stormy,State Highway,Wet,Dark,Signs,83,59,Female,Expired,No,Bridge,2443,3,7,0,0,0,0,0,1
Nagaland,Unknown,2020,August,Monday,18:16,Serious,2,Bus,8,4,Clear,National Highway,Dry,Dawn,Signs,54,47,Male,Unknown,Yes,Straight Road,2444,8,18,0,1,0,1,0,1
Manipur,Unknown,2023,July,Friday,17:7,Fatal,5,Auto-Rickshaw,10,0,Hazy,Village Road,Wet,Dawn,Police Checkpost,33,27,Female,Unknown,No,Curve,2445,7,17,0,1,0,0,0,1
Karnataka,Mysore,2023,June,Friday,4:36,Fatal,4,Two-Wheeler,6,2,Clear,Urban Road,Damaged,Dusk,Signs,113,37,Female,Expired,Yes,Intersection,2446,6,4,1,0,0,1,0,1
Gujarat,Vadodara,2018,January,Saturday,23:43,Fatal,4,Bus,0,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,28,Female,Valid,Yes,Straight Road,2447,1,23,1,0,0,1,1,1
Gujarat,Vadodara,2019,March,Monday,2:41,Fatal,1,Bus,10,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,51,Female,Expired,No,Straight Road,2448,3,2,1,0,0,0,0,1
Arunachal Pradesh,Unknown,2021,December,Wednesday,17:54,Minor,3,Pedestrian,10,5,Hazy,Village Road,Under Construction,Dark,Signals,112,20,Female,Unknown,No,Straight Road,2449,12,17,0,1,0,0,0,0
Uttar Pradesh,Kanpur,2020,October,Saturday,12:34,Fatal,2,Two-Wheeler,0,2,Stormy,Village Road,Under Construction,Dawn,Unknown,49,62,Male,Unknown,No,Intersection,2450,10,12,0,0,0,0,1,1
Meghalaya,Unknown,2023,May,Monday,11:33,Minor,5,Two-Wheeler,4,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,34,Male,Valid,No,Intersection,2451,5,11,0,0,1,0,0,0
Manipur,Unknown,2022,January,Wednesday,17:30,Serious,5,Auto-Rickshaw,9,5,Stormy,National Highway,Damaged,Dark,Police Checkpost,48,51,Female,Unknown,Yes,Curve,2452,1,17,0,1,0,1,0,1
Andhra Pradesh,Tirupati,2021,November,Saturday,4:53,Fatal,5,Two-Wheeler,1,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,66,Male,Valid,Yes,Curve,2453,11,4,1,0,1,1,1,1
Himachal Pradesh,Unknown,2022,March,Saturday,13:16,Fatal,2,Car,8,5,Clear,National Highway,Wet,Dusk,Unknown,32,62,Female,Expired,Yes,Curve,2454,3,13,0,0,0,1,1,1
Punjab,Unknown,2019,February,Friday,1:39,Fatal,4,Two-Wheeler,6,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,62,Female,Expired,Yes,Straight Road,2455,2,1,1,0,1,1,0,1
Uttar Pradesh,Lucknow,2019,February,Monday,21:20,Minor,5,Pedestrian,3,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,65,21,Female,Expired,Yes,Intersection,2456,2,21,1,0,0,1,0,0
Tamil Nadu,Coimbatore,2022,June,Friday,1:59,Minor,2,Two-Wheeler,10,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,49,64,Male,Unknown,No,Curve,2457,6,1,1,0,0,0,0,0
Rajasthan,Udaipur,2023,July,Friday,11:38,Minor,3,Car,0,4,Clear,State Highway,Dry,Dark,Signals,32,25,Male,Expired,Yes,Straight Road,2458,7,11,0,0,0,1,0,0
Assam,Unknown,2023,October,Monday,10:13,Fatal,1,Cycle,5,1,Hazy,State Highway,Wet,Dusk,Signs,57,53,Female,Valid,No,Straight Road,2459,10,10,0,1,0,0,0,1
Karnataka,Bangalore,2022,January,Tuesday,2:8,Fatal,1,Auto-Rickshaw,10,4,Stormy,National Highway,Wet,Dawn,Signs,47,34,Female,Expired,No,Bridge,2460,1,2,1,0,0,0,0,1
Tamil Nadu,Coimbatore,2019,November,Tuesday,16:20,Minor,1,Bus,9,2,Foggy,Village Road,Under Construction,Dawn,Unknown,94,55,Female,Valid,Yes,Straight Road,2461,11,16,0,0,0,1,0,0
Madhya Pradesh,Unknown,2023,September,Thursday,18:8,Serious,1,Auto-Rickshaw,5,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,20,Male,Expired,Yes,Bridge,2462,9,18,0,1,1,1,0,1
Punjab,Unknown,2018,September,Monday,2:12,Serious,5,Two-Wheeler,0,5,Rainy,National Highway,Under Construction,Dark,Unknown,64,53,Male,Valid,Yes,Curve,2463,9,2,1,0,1,1,0,1
Uttar Pradesh,Lucknow,2019,February,Monday,11:49,Minor,1,Cycle,9,0,Hazy,National Highway,Under Construction,Dusk,Signs,105,61,Female,Valid,No,Intersection,2464,2,11,0,0,0,0,0,0
Puducherry,Unknown,2022,August,Wednesday,21:37,Serious,3,Pedestrian,1,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,23,Female,Expired,No,Straight Road,2465,8,21,1,0,1,0,0,1
Rajasthan,Jaipur,2022,February,Friday,21:55,Fatal,3,Truck,4,4,Hazy,Village Road,Wet,Dusk,Signals,39,39,Female,Expired,No,Curve,2466,2,21,1,0,0,0,0,1
Jammu and Kashmir,Unknown,2022,April,Friday,3:43,Minor,1,Two-Wheeler,0,3,Hazy,National Highway,Under Construction,Dark,Police Checkpost,87,69,Female,Unknown,No,Intersection,2467,4,3,1,0,0,0,0,0
Tripura,Unknown,2023,July,Thursday,7:25,Fatal,2,Pedestrian,0,1,Hazy,National Highway,Damaged,Daylight,Signs,95,66,Female,Expired,No,Straight Road,2468,7,7,0,0,0,0,0,1
Madhya Pradesh,Unknown,2019,December,Thursday,16:58,Fatal,3,Truck,4,3,Hazy,Village Road,Under Construction,Dusk,Signals,41,45,Male,Expired,No,Bridge,2469,12,16,0,0,0,0,0,1
Odisha,Unknown,2020,October,Friday,13:19,Minor,2,Bus,10,4,Rainy,National Highway,Dry,Dawn,Signs,89,25,Female,Unknown,Yes,Intersection,2470,10,13,0,0,1,1,0,0
Rajasthan,Jaipur,2018,May,Monday,14:18,Minor,4,Bus,1,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,77,70,Female,Unknown,Yes,Curve,2471,5,14,0,0,0,1,0,0
Gujarat,Vadodara,2019,November,Sunday,22:6,Fatal,4,Cycle,7,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,Male,Unknown,No,Straight Road,2472,11,22,1,0,0,0,1,1
Maharashtra,Mumbai,2019,July,Tuesday,12:22,Serious,2,Bus,10,5,Hazy,State Highway,Dry,Daylight,Signs,111,60,Female,Expired,No,Bridge,2473,7,12,0,0,0,0,0,1
Gujarat,Vadodara,2020,May,Wednesday,7:10,Fatal,5,Bus,3,5,Stormy,Urban Road,Damaged,Daylight,Unknown,86,35,Female,Unknown,No,Straight Road,2474,5,7,0,0,0,0,0,1
Bihar,Unknown,2018,November,Tuesday,0:39,Serious,4,Auto-Rickshaw,4,0,Clear,Village Road,Damaged,Dusk,Signs,82,64,Female,Unknown,No,Intersection,2475,11,0,1,0,0,0,0,1
Delhi,New Delhi,2022,December,Friday,10:59,Serious,2,Two-Wheeler,6,0,Stormy,State Highway,Wet,Dark,Signals,43,37,Female,Expired,Yes,Curve,2476,12,10,0,1,0,1,0,1
Manipur,Unknown,2019,February,Sunday,11:27,Fatal,3,Cycle,3,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,24,Female,Expired,Yes,Curve,2477,2,11,0,0,1,1,1,1
Jammu and Kashmir,Unknown,2020,April,Friday,6:31,Fatal,1,Bus,2,0,Rainy,National Highway,Damaged,Dusk,Signals,70,19,Female,Valid,No,Intersection,2478,4,6,0,0,1,0,0,1
Madhya Pradesh,Unknown,2019,November,Friday,1:19,Serious,1,Cycle,1,3,Rainy,Village Road,Under Construction,Dark,Signals,64,25,Female,Unknown,No,Bridge,2479,11,1,1,0,1,0,0,1
West Bengal,Kolkata,2023,July,Wednesday,17:55,Fatal,4,Cycle,2,1,Hazy,Urban Road,Wet,Dusk,Signals,86,20,Female,Expired,Yes,Curve,2480,7,17,0,1,0,1,0,1
Meghalaya,Unknown,2022,January,Monday,23:55,Fatal,4,Truck,10,2,Stormy,National Highway,Wet,Daylight,Police Checkpost,57,34,Male,Expired,No,Straight Road,2481,1,23,1,0,0,0,0,1
Manipur,Unknown,2019,March,Friday,4:19,Fatal,3,Cycle,10,5,Stormy,Village Road,Dry,Daylight,Signals,49,63,Male,Valid,Yes,Bridge,2482,3,4,1,0,0,1,0,1
Arunachal Pradesh,Unknown,2021,October,Wednesday,1:28,Minor,1,Bus,5,3,Hazy,State Highway,Dry,Dusk,Signals,78,46,Male,Unknown,No,Bridge,2483,10,1,1,0,0,0,0,0
Tripura,Unknown,2023,March,Tuesday,2:43,Serious,1,Truck,6,5,Stormy,National Highway,Dry,Daylight,Signals,71,36,Male,Expired,No,Bridge,2484,3,2,1,0,0,0,0,1
Maharashtra,Pune,2023,October,Wednesday,1:52,Minor,1,Two-Wheeler,5,5,Hazy,Village Road,Wet,Dark,Signals,75,70,Female,Unknown,Yes,Intersection,2485,10,1,1,0,0,1,0,0
Mizoram,Unknown,2021,May,Sunday,16:54,Serious,3,Auto-Rickshaw,3,4,Clear,Village Road,Wet,Daylight,Unknown,80,60,Male,Expired,Yes,Intersection,2486,5,16,0,0,0,1,1,1
Arunachal Pradesh,Unknown,2019,October,Wednesday,11:26,Serious,2,Bus,6,1,Hazy,Urban Road,Wet,Dark,Unknown,65,66,Male,Unknown,Yes,Straight Road,2487,10,11,0,0,0,1,0,1
Gujarat,Ahmedabad,2019,March,Sunday,3:22,Minor,1,Two-Wheeler,8,2,Stormy,Urban Road,Dry,Dusk,Unknown,38,68,Male,Valid,No,Straight Road,2488,3,3,1,0,0,0,1,0
Assam,Unknown,2022,October,Friday,4:39,Serious,4,Cycle,3,3,Hazy,Village Road,Dry,Dawn,Signs,80,47,Male,Expired,Yes,Straight Road,2489,10,4,1,0,0,1,0,1
Manipur,Unknown,2021,September,Monday,15:1,Minor,2,Auto-Rickshaw,10,2,Foggy,Urban Road,Under Construction,Daylight,Signals,60,23,Male,Valid,Yes,Bridge,2490,9,15,0,0,0,1,0,0
Mizoram,Unknown,2023,July,Tuesday,7:52,Fatal,2,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Signals,103,63,Female,Unknown,Yes,Straight Road,2491,7,7,0,0,0,1,0,1
Sikkim,Unknown,2020,February,Monday,20:27,Serious,2,Truck,7,0,Foggy,State Highway,Dry,Dawn,Signals,54,57,Male,Valid,No,Straight Road,2492,2,20,1,0,0,0,0,1
Bihar,Unknown,2019,September,Monday,3:23,Serious,5,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,48,25,Female,Valid,Yes,Intersection,2493,9,3,1,0,0,1,0,1
Sikkim,Unknown,2018,November,Wednesday,21:33,Fatal,2,Bus,4,0,Clear,Village Road,Under Construction,Dark,Signs,93,32,Male,Valid,Yes,Curve,2494,11,21,1,0,0,1,0,1
Karnataka,Mysore,2023,March,Thursday,1:20,Fatal,1,Bus,8,3,Hazy,National Highway,Dry,Dawn,Police Checkpost,62,20,Male,Unknown,Yes,Intersection,2495,3,1,1,0,0,1,0,1
Sikkim,Unknown,2020,January,Monday,2:56,Serious,2,Pedestrian,4,4,Hazy,National Highway,Dry,Dusk,Police Checkpost,63,63,Male,Valid,No,Intersection,2496,1,2,1,0,0,0,0,1
Kerala,Unknown,2022,July,Sunday,9:27,Minor,3,Cycle,8,1,Clear,Urban Road,Wet,Dusk,Signs,96,25,Female,Valid,Yes,Bridge,2497,7,9,0,1,0,1,1,0
West Bengal,Durgapur,2021,November,Saturday,21:54,Fatal,5,Truck,9,1,Hazy,National Highway,Damaged,Dusk,Signs,59,40,Male,Unknown,Yes,Straight Road,2498,11,21,1,0,0,1,1,1
Nagaland,Unknown,2023,October,Thursday,1:25,Fatal,3,Bus,2,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,40,46,Male,Unknown,Yes,Intersection,2499,10,1,1,0,0,1,0,1
Chhattisgarh,Unknown,2018,February,Wednesday,18:23,Serious,5,Cycle,8,5,Stormy,National Highway,Wet,Dusk,Unknown,30,59,Female,Unknown,No,Curve,2500,2,18,0,1,0,0,0,1
Jammu and Kashmir,Unknown,2023,September,Thursday,21:45,Fatal,3,Auto-Rickshaw,8,3,Foggy,Village Road,Wet,Dawn,Unknown,51,44,Female,Valid,No,Straight Road,2501,9,21,1,0,0,0,0,1
Kerala,Unknown,2019,May,Sunday,22:18,Fatal,1,Pedestrian,10,2,Foggy,National Highway,Under Construction,Dark,Signs,60,56,Male,Valid,Yes,Bridge,2502,5,22,1,0,0,1,1,1
Gujarat,Surat,2021,January,Friday,7:24,Serious,2,Auto-Rickshaw,4,5,Rainy,State Highway,Wet,Dusk,Signs,94,48,Female,Expired,Yes,Curve,2503,1,7,0,0,1,1,0,1
Goa,Unknown,2018,September,Tuesday,23:14,Fatal,2,Truck,5,4,Stormy,Urban Road,Under Construction,Daylight,Signs,59,42,Male,Unknown,No,Bridge,2504,9,23,1,0,0,0,0,1
Gujarat,Vadodara,2023,September,Monday,17:41,Minor,1,Auto-Rickshaw,7,5,Clear,National Highway,Damaged,Dusk,Unknown,99,53,Female,Valid,Yes,Curve,2505,9,17,0,1,0,1,0,0
Bihar,Unknown,2022,September,Tuesday,23:9,Fatal,1,Pedestrian,10,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,57,56,Female,Valid,Yes,Curve,2506,9,23,1,0,0,1,0,1
Telangana,Unknown,2020,October,Tuesday,8:45,Fatal,5,Car,6,4,Foggy,Urban Road,Damaged,Dark,Signs,117,20,Male,Unknown,No,Bridge,2507,10,8,0,1,0,0,0,1
Rajasthan,Jodhpur,2019,January,Tuesday,8:8,Minor,5,Pedestrian,1,3,Clear,Urban Road,Dry,Daylight,Police Checkpost,35,30,Male,Valid,Yes,Intersection,2508,1,8,0,1,0,1,0,0
Odisha,Unknown,2020,September,Thursday,7:42,Serious,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Daylight,Unknown,39,43,Male,Unknown,Yes,Bridge,2509,9,7,0,0,0,1,0,1
Jammu and Kashmir,Unknown,2019,October,Thursday,19:16,Minor,2,Pedestrian,9,5,Clear,National Highway,Wet,Dawn,Police Checkpost,35,61,Male,Expired,No,Bridge,2510,10,19,0,1,0,0,0,0
Rajasthan,Jodhpur,2020,December,Monday,1:15,Minor,5,Two-Wheeler,2,4,Clear,State Highway,Under Construction,Dusk,Signs,74,26,Male,Expired,No,Curve,2511,12,1,1,0,0,0,0,0
Mizoram,Unknown,2019,January,Tuesday,11:19,Minor,1,Truck,6,1,Stormy,Urban Road,Wet,Daylight,Unknown,99,61,Male,Unknown,No,Curve,2512,1,11,0,0,0,0,0,0
Uttar Pradesh,Kanpur,2022,February,Sunday,23:41,Serious,4,Truck,3,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,35,44,Female,Expired,Yes,Curve,2513,2,23,1,0,0,1,1,1
Tamil Nadu,Chennai,2020,September,Wednesday,23:49,Fatal,3,Car,8,1,Hazy,National Highway,Under Construction,Daylight,Signs,47,40,Male,Unknown,Yes,Curve,2514,9,23,1,0,0,1,0,1
Tamil Nadu,Chennai,2020,July,Thursday,16:30,Fatal,3,Auto-Rickshaw,6,1,Foggy,State Highway,Dry,Dark,Signs,119,63,Male,Valid,No,Bridge,2515,7,16,0,0,0,0,0,1
Tamil Nadu,Chennai,2021,February,Friday,14:19,Serious,5,Bus,9,2,Rainy,State Highway,Wet,Daylight,Signs,106,46,Female,Unknown,No,Intersection,2516,2,14,0,0,1,0,0,1
Sikkim,Unknown,2020,July,Tuesday,16:20,Serious,5,Pedestrian,7,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,111,63,Female,Expired,No,Curve,2517,7,16,0,0,0,0,0,1
West Bengal,Siliguri,2022,August,Wednesday,11:6,Serious,3,Auto-Rickshaw,7,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,80,26,Male,Unknown,No,Straight Road,2518,8,11,0,0,1,0,0,1
Uttar Pradesh,Lucknow,2020,November,Wednesday,18:31,Minor,4,Auto-Rickshaw,1,0,Rainy,State Highway,Dry,Daylight,Police Checkpost,77,19,Male,Expired,Yes,Intersection,2519,11,18,0,1,1,1,0,0
Sikkim,Unknown,2021,November,Tuesday,21:38,Minor,2,Auto-Rickshaw,7,3,Clear,National Highway,Dry,Dark,Unknown,50,43,Female,Valid,Yes,Straight Road,2520,11,21,1,0,0,1,0,0
West Bengal,Siliguri,2023,April,Sunday,13:2,Serious,1,Bus,10,3,Rainy,Village Road,Damaged,Dusk,Signals,79,45,Female,Expired,No,Intersection,2521,4,13,0,0,1,0,1,1
Nagaland,Unknown,2023,October,Tuesday,13:25,Fatal,4,Auto-Rickshaw,9,5,Stormy,Urban Road,Dry,Dark,Police Checkpost,106,31,Male,Expired,Yes,Straight Road,2522,10,13,0,0,0,1,0,1
Haryana,Unknown,2018,December,Friday,6:6,Fatal,5,Two-Wheeler,1,4,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,80,40,Female,Unknown,No,Intersection,2523,12,6,0,0,0,0,0,1
Jharkhand,Unknown,2020,March,Friday,23:11,Serious,3,Auto-Rickshaw,10,3,Hazy,State Highway,Wet,Dawn,Signals,48,63,Female,Unknown,Yes,Straight Road,2524,3,23,1,0,0,1,0,1
Bihar,Unknown,2023,January,Sunday,6:1,Minor,4,Bus,6,3,Rainy,Village Road,Dry,Dusk,Signals,107,53,Male,Valid,No,Bridge,2525,1,6,0,0,1,0,1,0
